segment_id,level,province_count,endpoint_a,endpoint_b,vp_a,vp_b,regional_floor,endpoint_boost,boost_reason,state_a,state_b,owner_a,owner_b,province_list
675,3,3,5276,2716,0,16,3,5,dense_urban_link,Newfoundland,Newfoundland,CAN,CAN,5276 5298 2716
676,3,2,5276,4655,0,0,3,2,none,Newfoundland,Newfoundland,CAN,CAN,5276 4655
677,3,8,5318,700,0,0,3,2,none,Quebec,Quebec,CAN,CAN,5318 4595 4155 3634 3838 2616 5252 700
678,3,6,5318,2206,0,0,3,2,none,Quebec,Saint-Pierre-et-Miquelon,CAN,CAN,5318 2454 2390 5260 2122 2206
679,3,4,2206,3550,0,0,3,2,none,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,CAN,CAN,2206 5210 1522 3550
680,3,2,2206,882,0,0,3,2,none,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,CAN,CAN,2206 882
681,3,7,4245,5620,0,0,3,5,dense_metro,British Columbia,Ontario,CAN,CAN,4245 5642 3493 4568 2798 795 5620
682,3,6,5620,5564,0,0,3,5,dense_metro,Ontario,"Vaudreuil-Soulanges, QC",CAN,CAN,5620 3988 1531 5581 3256 5564
683,3,2,5564,6714,0,45,3,5,dense_metro,"Vaudreuil-Soulanges, QC","ile de Montreal, QC",CAN,CAN,5564 6714
684,3,4,5564,4579,0,42,3,5,dense_metro,"Vaudreuil-Soulanges, QC",Ontario,CAN,CAN,5564 1766 2703 4579
685,3,7,4579,3702,42,0,3,5,dense_metro,Ontario,Ontario,CAN,CAN,4579 947 1786 5572 2664 1297 3702
686,3,3,3702,5552,0,0,3,5,dense_metro,Ontario,Ontario,CAN,CAN,3702 3185 5552
687,3,2,5552,2727,0,16,3,5,dense_metro,Ontario,Ontario,CAN,CAN,5552 2727
688,3,8,2727,5536,16,0,3,3,regional_city,Ontario,Ontario,CAN,CAN,2727 147 3848 5575 690 3417 4442 5536
689,3,7,3508,5480,0,0,3,2,none,Ontario,Ontario,CAN,CAN,3508 3254 3286 1630 5475 4158 5480
690,3,2,5480,3219,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5480 3219
691,3,7,3219,2727,0,16,3,3,regional_city,Ontario,Ontario,CAN,CAN,3219 1099 2006 2373 4807 5533 2727
692,3,7,3702,5453,0,0,3,5,dense_metro,Ontario,Ontario,CAN,CAN,3702 4873 3582 5494 1075 4613 5453
693,3,7,5453,4185,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5453 4090 2226 529 3188 4378 4185
694,3,3,46,1995,0,0,3,2,none,Quebec,Quebec,CAN,CAN,46 4747 1995
695,3,4,1995,2312,0,0,3,2,none,Quebec,Quebec,CAN,CAN,1995 5406 726 2312
696,3,9,1995,5420,0,16,3,3,regional_city,Quebec,Quebec,CAN,CAN,1995 2394 5397 2024 1869 292 1440 2624 5420
697,3,2,5420,3533,16,0,3,3,regional_city,Quebec,Quebec,CAN,CAN,5420 3533
698,3,4,5420,1277,16,0,3,5,dense_metro,Quebec,Quebec,CAN,CAN,5420 3419 1243 1277
699,3,2,1277,4813,0,33,3,5,dense_metro,Quebec,Quebec,CAN,CAN,1277 4813
700,3,2,1277,5466,0,0,3,5,dense_metro,Quebec,Quebec,CAN,CAN,1277 5466
701,3,4,5620,4579,0,42,3,5,dense_metro,Ontario,Ontario,CAN,CAN,5620 5604 5593 4579
702,3,6,3983,5484,0,0,3,2,none,"Duluth, MN",Ontario,SMN,CAN,3983 1154 1166 1744 5482 5484
703,3,2,3410,2157,0,0,3,2,none,Ontario,Ontario,CAN,CAN,3410 2157
704,3,10,5429,2157,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5429 1469 5416 3543 2921 4078 4417 5440 5426 2157
705,3,2,2157,4787,0,0,3,2,none,Ontario,Ontario,CAN,CAN,2157 4787
706,3,2,4787,1459,0,0,3,2,none,Ontario,Ontario,CAN,CAN,4787 1459
707,3,2,4189,4256,0,0,3,2,none,"Hanover, MB","Hanover, MB",CAN,CAN,4189 4256
708,3,3,4189,5437,0,33,3,4,city_link,"Hanover, MB","Winnipeg, MB",CAN,CAN,4189 3667 5437
709,3,2,5437,4221,33,0,3,4,city_link,"Winnipeg, MB","Winnipeg, MB",CAN,CAN,5437 4221
710,3,4,4221,139,0,0,3,2,none,"Winnipeg, MB","Winnipeg, MB",CAN,CAN,4221 5409 2177 139
711,3,3,4221,915,0,10,3,2,none,"Winnipeg, MB","Winnipeg, MB",CAN,CAN,4221 1910 915
712,3,5,915,3911,10,0,3,2,none,"Winnipeg, MB","Saskatoon, SK",CAN,CAN,915 4626 3691 4480 3911
713,3,3,3911,4343,0,0,3,2,none,"Saskatoon, SK","Saskatoon, SK",CAN,CAN,3911 240 4343
714,3,2,4343,2498,0,0,3,2,none,"Saskatoon, SK","Saskatoon, SK",CAN,CAN,4343 2498
715,3,6,4343,3766,0,0,3,2,none,"Saskatoon, SK","Kindersley, SK",CAN,CAN,4343 2752 5383 1000 2751 3766
716,3,2,3766,4953,0,6,3,2,none,"Kindersley, SK","Kindersley, SK",CAN,CAN,3766 4953
717,3,6,4953,262,6,0,3,2,none,"Kindersley, SK","Saskatoon, SK",CAN,CAN,4953 4116 3450 1724 1296 262
718,3,7,262,2035,0,0,3,2,none,"Saskatoon, SK","Winnipeg, MB",CAN,CAN,262 5344 627 5020 2023 2872 2035
719,3,4,2035,5422,0,0,3,2,none,"Winnipeg, MB","Winnipeg, MB",CAN,CAN,2035 5396 2167 5422
720,3,3,5422,4221,0,0,3,2,none,"Winnipeg, MB","Winnipeg, MB",CAN,CAN,5422 1215 4221
721,3,2,5422,915,0,10,3,2,none,"Winnipeg, MB","Winnipeg, MB",CAN,CAN,5422 915
722,3,4,2035,2292,0,0,3,2,none,"Winnipeg, MB","Saskatoon, SK",CAN,CAN,2035 3443 3974 2292
723,3,8,2292,3766,0,0,3,2,none,"Saskatoon, SK","Kindersley, SK",CAN,CAN,2292 2002 4406 4230 4051 2244 1890 3766
724,3,3,3911,2292,0,0,3,2,none,"Saskatoon, SK","Saskatoon, SK",CAN,CAN,3911 1029 2292
725,3,4,2292,262,0,0,3,2,none,"Saskatoon, SK","Saskatoon, SK",CAN,CAN,2292 5359 2495 262
726,3,5,262,5297,0,0,3,2,none,"Saskatoon, SK",Central Northern Manitoba,CAN,CAN,262 4567 2199 1895 5297
727,3,8,5297,318,0,0,3,2,none,Central Northern Manitoba,Central Northern Manitoba,CAN,CAN,5297 4657 2477 97 4610 401 1295 318
728,3,8,5297,1572,0,0,3,2,none,Central Northern Manitoba,North Manitoba,CAN,CAN,5297 1486 5262 2314 2869 1908 3996 1572
729,3,9,3911,3766,0,0,3,2,none,"Saskatoon, SK","Kindersley, SK",CAN,CAN,3911 4461 4565 3095 3514 1474 73 5355 3766
730,3,13,2442,5362,0,0,3,2,none,"Saskatoon, SK","Edmonton, AB",CAN,CAN,2442 2356 3063 4751 5375 1103 2784 2934 5353 1689 5360 2550 5362
731,3,2,5362,1528,0,0,3,2,none,"Edmonton, AB","Edmonton, AB",CAN,CAN,5362 1528
732,3,14,1528,3617,0,0,3,2,none,"Edmonton, AB","Vancouver, BC",CAN,CAN,1528 5365 3728 1120 2570 5335 249 5341 2942 3839 5053 4880 3653 3617
733,3,8,3617,355,0,0,3,2,none,"Vancouver, BC",Northern Alberta,CAN,CAN,3617 3995 1336 2933 828 776 5270 355
734,2,7,355,1317,0,0,2,2,none,Northern Alberta,Northern Alberta,CAN,CAN,355 5074 231 3212 5044 5266 1317
735,2,2,1317,2034,0,0,2,2,none,Northern Alberta,Northern Alberta,CAN,CAN,1317 2034
736,2,2,2034,4429,0,0,2,2,none,Northern Alberta,Northern Alberta,CAN,CAN,2034 4429
737,2,5,4429,4509,0,0,2,2,none,Northern Alberta,Northern Alberta,CAN,CAN,4429 1167 526 468 4509
738,3,7,1317,1528,0,0,3,2,none,Northern Alberta,"Edmonton, AB",CAN,CAN,1317 1400 334 1588 2253 3155 1528
739,3,5,1528,3830,0,0,3,2,none,"Edmonton, AB","Calgary, AB",CAN,CAN,1528 5376 2620 4112 3830
740,3,2,3830,5403,0,0,3,2,none,"Calgary, AB","Calgary, AB",CAN,CAN,3830 5403
741,3,5,5403,1816,0,0,3,2,none,"Calgary, AB","Great Falls, MT",CAN,MMS,5403 2104 4058 2990 1816
742,3,5,5362,1944,0,0,3,2,none,"Edmonton, AB","Calgary, AB",CAN,CAN,5362 2118 822 1782 1944
743,3,4,3617,3221,0,0,3,2,none,"Vancouver, BC","Vancouver, BC",CAN,CAN,3617 8 3628 3221
744,3,12,3776,2483,33,0,3,4,city_link,Northern British Columbia,"Vancouver, BC",CAN,CAN,3776 92 3736 2807 5320 1108 5299 2066 5279 2070 3685 2483
745,3,11,2483,488,0,0,3,2,none,"Vancouver, BC",Northern British Columbia,CAN,CAN,2483 476 3018 4741 1249 2450 3984 4647 5153 1212 488
746,3,2,2483,2546,0,0,3,2,none,"Vancouver, BC",Northern British Columbia,CAN,CAN,2483 2546
747,2,8,2546,5116,0,0,2,2,none,Northern British Columbia,Northern British Columbia,CAN,CAN,2546 5173 3120 4874 5155 4785 4894 5116
748,2,6,2546,1325,0,0,2,2,none,Northern British Columbia,Northern British Columbia,CAN,CAN,2546 5178 1083 598 5133 1325
749,2,3,1325,1967,0,0,2,2,none,Northern British Columbia,Northern British Columbia,CAN,CAN,1325 4187 1967
750,2,9,1325,1169,0,0,2,2,none,Northern British Columbia,Northern Alberta,CAN,CAN,1325 578 4920 1042 3721 5174 2700 3837 1169
751,2,4,1169,2569,0,0,2,2,none,Northern Alberta,Northern Alberta,CAN,CAN,1169 1512 4279 2569
752,2,9,1169,2034,0,0,2,2,none,Northern Alberta,Northern Alberta,CAN,CAN,1169 5058 2283 5208 1117 2516 2291 2117 2034
753,3,8,2483,355,0,0,3,2,none,"Vancouver, BC",Northern Alberta,CAN,CAN,2483 5230 3434 1544 3320 3573 1524 355
754,2,7,4429,1619,0,0,2,2,none,Northern Alberta,Northern Alberta,CAN,CAN,4429 5238 4605 1094 1956 1592 1619
755,3,5,1317,2129,0,0,3,2,none,Northern Alberta,"Edmonton, AB",CAN,CAN,1317 1523 5290 4952 2129
756,3,8,2129,4953,0,6,3,2,none,"Edmonton, AB","Kindersley, SK",CAN,CAN,2129 1359 4836 840 3326 5333 1817 4953
757,3,8,2129,3766,0,0,3,2,none,"Edmonton, AB","Kindersley, SK",CAN,CAN,2129 5331 508 1833 118 4219 5350 3766
758,3,4,5390,513,0,0,3,2,none,"Vancouver Island, BC","Vancouver Island, BC",CAN,CAN,5390 1162 5363 513
759,3,4,6272,1532,30,0,3,3,regional_city,"Tucson, AZ",Sonora,AMO,MEX,6272 2097 4184 1532
760,3,3,1532,1952,0,0,3,2,none,Sonora,Sonora,MEX,MEX,1532 1353 1952
761,3,5,1532,6343,0,0,3,2,none,Sonora,Sonora,MEX,MEX,1532 2279 434 2043 6343
762,2,13,4206,6507,0,0,2,2,none,"Los Mochis, SI","Mazatlan, SI",MEX,MEX,4206 418 6465 2255 3850 338 6478 6485 1700 2748 4013 1392 6507
763,3,6,6507,2535,0,0,3,2,none,"Mazatlan, SI","Durango, DG",MEX,MEX,6507 3143 6493 2101 3051 2535
764,2,7,6507,3033,0,0,2,2,none,"Mazatlan, SI","Tepic, NA",MEX,MEX,6507 3470 2444 2299 4611 5061 3033
765,3,4,2535,1834,0,0,3,2,none,"Durango, DG","Gomez Palacio, DG",MEX,MEX,2535 3852 2845 1834
766,3,10,4206,3625,0,0,3,2,none,"Los Mochis, SI",Chihuahua,MEX,MEX,4206 3560 6450 3843 6435 1260 2457 768 3951 3625
767,3,10,3625,2617,0,50,3,5,major_corridor,Chihuahua,Chihuahua,MEX,MEX,3625 5072 1940 4320 550 4639 1239 3375 2069 2617
768,3,2,2617,4771,50,33,3,5,major_corridor,Chihuahua,"El Paso, TX",MEX,AMF,2617 4771
769,3,10,2617,2168,50,0,3,5,major_corridor,Chihuahua,Chihuahua,MEX,MEX,2617 232 2917 622 825 6375 4980 2413 3118 2168
770,3,6,2168,1830,0,0,3,2,none,Chihuahua,Chihuahua,MEX,MEX,2168 4323 4238 1176 5040 1830
771,3,2,1830,4453,0,0,3,2,none,Chihuahua,Chihuahua,MEX,MEX,1830 4453
772,3,5,4453,1493,0,0,3,2,none,Chihuahua,"Gomez Palacio, DG",MEX,MEX,4453 2585 2109 2749 1493
773,3,6,1493,2473,0,0,3,2,none,"Gomez Palacio, DG",Coahuila,MEX,MEX,1493 6466 252 3426 4085 2473
774,3,3,2473,4271,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,2473 6473 4271
775,3,2,4271,4878,0,0,3,2,none,Coahuila,"Monterrey, NL",MEX,MEX,4271 4878
776,3,3,4878,6472,0,0,3,2,none,"Monterrey, NL","Monterrey, NL",MEX,MEX,4878 2661 6472
777,3,3,3625,2168,0,0,3,2,none,Chihuahua,Chihuahua,MEX,MEX,3625 2930 2168
778,3,3,1830,316,0,0,3,2,none,Chihuahua,"Gomez Palacio, DG",MEX,MEX,1830 4099 316
779,3,4,4453,946,0,0,3,2,none,Chihuahua,Coahuila,MEX,MEX,4453 3187 6451 946
780,3,4,946,4307,0,0,3,2,none,Coahuila,Chihuahua,MEX,MEX,946 2175 3293 4307
781,3,4,2473,184,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,2473 199 6456 184
782,3,5,184,946,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,184 43 4476 2462 946
783,3,2,2628,2338,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,2628 2338
784,3,11,6472,2449,0,0,3,2,none,"Monterrey, NL","Ciudad Victoria, TM",MEX,MEX,6472 813 4141 450 1757 3200 479 4756 6505 6513 2449
785,2,3,2449,6538,0,0,2,2,none,"Ciudad Victoria, TM","Ciudad Victoria, TM",MEX,MEX,2449 753 6538
786,2,5,2449,6552,0,0,2,2,none,"Ciudad Victoria, TM","Ciudad Valles, SL",MEX,MEX,2449 4007 5073 2802 6552
787,2,4,6552,6538,0,0,2,2,none,"Ciudad Valles, SL","Ciudad Victoria, TM",MEX,MEX,6552 4259 3809 6538
788,3,3,6538,3509,0,0,3,2,none,"Ciudad Victoria, TM",Veracruz,MEX,MEX,6538 3243 3509
789,2,8,6552,2582,0,0,2,2,none,"Ciudad Valles, SL","San Luis Potosi, SL",MEX,MEX,6552 6550 3548 2983 5064 383 6541 2582
790,2,2,2582,4732,0,0,2,2,none,"San Luis Potosi, SL","San Luis Potosi, SL",MEX,MEX,2582 4732
791,3,4,4732,6577,0,0,3,2,none,"San Luis Potosi, SL",Guanajuato,MEX,MEX,4732 3324 6565 6577
792,3,4,4732,3455,0,0,3,2,none,"San Luis Potosi, SL",Guanajuato,MEX,MEX,4732 2677 6564 3455
793,3,6,2582,4381,0,33,3,4,city_link,"San Luis Potosi, SL",Aguascalientes,MEX,MEX,2582 3122 2496 2234 4680 4381
794,3,9,4381,6572,33,0,3,4,city_link,Aguascalientes,Guanajuato,MEX,MEX,4381 740 6553 3217 3017 2410 6576 4414 6572
795,3,7,4381,3723,33,0,3,4,city_link,Aguascalientes,"Fresnillo, ZA",MEX,MEX,4381 1713 6524 6508 496 4010 3723
796,3,5,3723,4402,0,0,3,2,none,"Fresnillo, ZA",Coahuila,MEX,MEX,3723 1393 149 2565 4402
797,3,2,4402,1493,0,0,3,2,none,Coahuila,"Gomez Palacio, DG",MEX,MEX,4402 1493
798,3,7,4402,6481,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,4402 2102 3377 3906 6480 3029 6481
799,3,5,4402,5083,0,33,3,4,city_link,Coahuila,"Durango, DG",MEX,MEX,4402 1123 1682 4823 5083
800,3,2,5083,2535,33,0,3,4,city_link,"Durango, DG","Durango, DG",MEX,MEX,5083 2535
801,3,2,4271,6481,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,4271 6481
802,3,5,6481,176,0,0,3,2,none,Coahuila,"Monctezuma, SL",MEX,MEX,6481 6488 1612 4439 176
803,2,6,176,2582,0,0,2,2,none,"Monctezuma, SL","San Luis Potosi, SL",MEX,MEX,176 6503 4162 2922 2862 2582
804,3,3,6481,3296,0,0,3,2,none,Coahuila,"Fresnillo, ZA",MEX,MEX,6481 4817 3296
805,2,2,176,6499,0,0,2,2,none,"Monctezuma, SL","Monctezuma, SL",MEX,MEX,176 6499
806,3,6,5083,3723,33,0,3,4,city_link,"Durango, DG","Fresnillo, ZA",MEX,MEX,5083 1807 6495 6496 943 3723
807,3,6,4046,1743,42,0,3,4,city_link,Yucatan,Yucatan,MEX,MEX,4046 4125 6571 3950 2288 1743
808,3,2,4999,6559,0,30,3,3,regional_city,"Ouest, HT","Ouest, HT",HAI,HAI,4999 6559
809,2,3,2722,3536,0,0,2,2,none,"Samana, DO","La Vega, DO",DOM,DOM,2722 4921 3536
810,2,7,2883,2762,0,0,2,2,none,"Pinar del Rio, CU","Mayabeque, CU",CUB,CUB,2883 1248 979 748 3900 2452 2762
811,2,2,2762,3862,0,0,2,2,none,"Mayabeque, CU","Matanzas, CU",CUB,CUB,2762 3862
812,2,3,2762,2844,0,0,2,2,none,"Mayabeque, CU","Matanzas, CU",CUB,CUB,2762 4226 2844
813,2,3,2844,2679,0,0,2,2,none,"Matanzas, CU","Matanzas, CU",CUB,CUB,2844 4412 2679
814,2,2,2679,2017,0,0,2,2,none,"Matanzas, CU","Cienfuegos, CU",CUB,CUB,2679 2017
815,2,2,3862,2844,0,0,2,2,none,"Matanzas, CU","Matanzas, CU",CUB,CUB,3862 2844
816,2,4,2844,3633,0,0,2,2,none,"Matanzas, CU","Cienfuegos, CU",CUB,CUB,2844 3206 6504 3633
817,2,5,2679,6506,0,0,2,2,none,"Matanzas, CU","Villa Clara, CU",CUB,CUB,2679 1424 2512 4452 6506
818,2,3,6506,6512,0,0,2,2,none,"Villa Clara, CU","Sancti Spiritus, CU",CUB,CUB,6506 4308 6512
819,2,2,6506,1055,0,0,2,2,none,"Villa Clara, CU","Sancti Spiritus, CU",CUB,CUB,6506 1055
820,2,3,1055,4542,0,0,2,2,none,"Sancti Spiritus, CU","Ciego de Avila, CU",CUB,CUB,1055 4615 4542
821,2,6,4542,1048,0,0,2,2,none,"Ciego de Avila, CU","Camaguey, CU",CUB,CUB,4542 6498 2358 3132 3490 1048
822,2,2,1055,1535,0,0,2,2,none,"Sancti Spiritus, CU","Sancti Spiritus, CU",CUB,CUB,1055 1535
823,2,2,1535,1994,0,0,2,2,none,"Sancti Spiritus, CU","Sancti Spiritus, CU",CUB,CUB,1535 1994
824,2,3,1535,4542,0,0,2,2,none,"Sancti Spiritus, CU","Ciego de Avila, CU",CUB,CUB,1535 6511 4542
825,2,5,4542,3816,0,0,2,2,none,"Ciego de Avila, CU","Camaguey, CU",CUB,CUB,4542 79 6516 424 3816
826,2,2,3816,6517,0,0,2,2,none,"Camaguey, CU","Camaguey, CU",CUB,CUB,3816 6517
827,2,3,6517,6525,0,0,2,2,none,"Camaguey, CU","Las Tunas, CU",CUB,CUB,6517 2048 6525
828,2,4,6525,4009,0,0,2,2,none,"Las Tunas, CU","Santiago de Cuba, CU",CUB,CUB,6525 1631 6526 4009
829,2,2,3816,1048,0,0,2,2,none,"Camaguey, CU","Camaguey, CU",CUB,CUB,3816 1048
830,3,2,37,4135,0,33,3,4,city_link,"Santiago de Cuba, CU","Santiago de Cuba, CU",CUB,CUB,37 4135
831,2,2,1991,4009,0,0,2,2,none,Guantanamo Bay,"Santiago de Cuba, CU",CUB,CUB,1991 4009
832,2,2,4009,37,0,0,2,2,none,"Santiago de Cuba, CU","Santiago de Cuba, CU",CUB,CUB,4009 37
833,2,6,37,6517,0,0,2,2,none,"Santiago de Cuba, CU","Camaguey, CU",CUB,CUB,37 4409 3841 1798 4350 6517
834,2,2,6525,649,0,0,2,2,none,"Las Tunas, CU","Las Tunas, CU",CUB,CUB,6525 649
835,3,3,3657,2030,0,6,3,5,dense_metro,New Brunswick,Prince Edward Island,CAN,CAN,3657 1186 2030
836,3,2,4483,4813,0,33,3,5,dense_metro,"Eastern Townships, QC",Quebec,CAN,CAN,4483 4813
