city,abbr,label,population,province_id,state_id,state_name,value,included,reason
Port Hueneme,CA,"Port Hueneme, CA",22423,,,,,0,province_has_vp
Port Huron,MI,"Port Huron, MI",29330,,,,,0,province_has_vp
Port Isabel,TX,"Port Isabel, TX",5016,,,,,0,province_has_vp
Port Moody,BC,"Port Moody, BC",27512,,,,,0,province_has_vp
Port Neches,TX,"Port Neches, TX",12786,,,,,0,province_has_vp
Port Wallace,NS,"Port Wallace, NS",6963,,,,,0,province_has_vp
Port Washington,NY,"Port Washington, NY",15846,,,,,0,province_has_vp
Port Wentworth,GA,"Port Wentworth, GA",7637,,,,,0,province_has_vp
Port of Spain,TT,Port of Spain,370074,,,,,0,province_has_vp
Port-au-Prince,HT,Port-au-Prince,987310,,,,,0,province_has_vp
Portage Lakes,OH,"Portage Lakes, OH",6968,,,,,0,province_has_vp
Portage,IN,"Portage, IN",36738,,,,,0,province_has_vp
Portage,MI,"Portage, MI",48177,,,,,0,province_has_vp
Porticos de San Antonio,BC,"Porticos de San Antonio, BC",34234,,,,,0,province_has_vp
Portland,ME,"Portland, ME",68408,,,,,0,province_has_vp
Portland,OR,"Portland, OR",652503,,,,,0,province_has_vp
Portland,TX,"Portland, TX",16116,,,,,0,province_has_vp
Portsmouth Heights,VA,"Portsmouth Heights, VA",99049,,,,,0,province_has_vp
Portsmouth,NH,"Portsmouth, NH",21956,,,,,0,province_has_vp
Portsmouth,VA,"Portsmouth, VA",96201,,,,,0,province_has_vp
Potomac Mills,VA,"Potomac Mills, VA",5614,,,,,0,province_has_vp
Potomac,MD,"Potomac, MD",44965,,,,,0,province_has_vp
Poughkeepsie,NY,"Poughkeepsie, NY",31577,,,,,0,province_has_vp
Poway,CA,"Poway, CA",50157,,,,,0,province_has_vp
Powder River,MT,"Powder River, MT",6000,,,,,0,province_has_vp
Poza Rica de Hidalgo,VE,"Poza Rica de Hidalgo, VE",185242,,,,,0,province_has_vp
Prairie Grove,AR,"Prairie Grove, AR",5186,,,,,0,province_has_vp
Prairie Village,KS,"Prairie Village, KS",21877,,,,,0,province_has_vp
Prairieville,LA,"Prairieville, LA",26895,,,,,0,province_has_vp
Prattville,AL,"Prattville, AL",35420,,,,,0,province_has_vp
Prescott Valley,AZ,"Prescott Valley, AZ",42197,,,,,0,province_has_vp
Prescott,AZ,"Prescott, AZ",45827,,,,,0,province_has_vp
Presque Isle,ME,"Presque Isle, ME",9000,,,,,0,province_has_vp
Prichard,AL,"Prichard, AL",22351,,,,,0,province_has_vp
Prien,LA,"Prien, LA",7810,,,,,0,province_has_vp
Prince Albert,SK,"Prince Albert, SK",35926,,,,,0,province_has_vp
Prince George's,MD,"Prince George's, MD",1036093,,,,,0,province_has_vp
Prince George,BC,"Prince George, BC",76708,,,,,0,province_has_vp
Prince George,VA,"Prince George, VA",42152,,,,,0,province_has_vp
Princes Town,TT,Princes Town,10000,,,,,0,province_has_vp
Princeton Meadows,NJ,"Princeton Meadows, NJ",13834,,,,,0,province_has_vp
Princeton,IN,"Princeton, IN",8626,,,,,0,province_has_vp
Princeton,NJ,"Princeton, NJ",29603,,,,,0,province_has_vp
Princeton,TX,"Princeton, TX",8939,,,,,0,province_has_vp
Princeton,WV,"Princeton, WV",6035,,,,,0,province_has_vp
Princeville,NS,"Princeville, NS",5571,,,,,0,province_has_vp
Progreso,BC,"Progreso, BC",12557,,,,,0,province_has_vp
Progreso,TX,"Progreso, TX",5922,,,,,0,province_has_vp
Progreso,YU,"Progreso, YU",37369,,,,,0,province_has_vp
Progress Village,FL,"Progress Village, FL",5392,,,,,0,province_has_vp
Progress,PA,"Progress, PA",9765,,,,,0,province_has_vp
Prospect Park,NJ,"Prospect Park, NJ",5953,,,,,0,province_has_vp
Prospect Park,PA,"Prospect Park, PA",6481,,,,,0,province_has_vp
Prospect,CT,"Prospect, CT",9476,,,,,0,province_has_vp
Prosper,TX,"Prosper, TX",15967,,,,,0,province_has_vp
Providence,RI,"Providence, RI",190934,,,,,0,province_has_vp
Providence,UT,"Providence, UT",7124,,,,,0,province_has_vp
Prunedale,CA,"Prunedale, CA",17560,,,,,0,province_has_vp
Puebla,BC,"Puebla, BC",15168,,,,,0,province_has_vp
Pueblo West,CO,"Pueblo West, CO",29637,,,,,0,province_has_vp
Pueblo,CO,"Pueblo, CO",111876,,,,,0,province_has_vp
Puente Grande,JA,"Puente Grande, JA",5664,,,,,0,province_has_vp
Pumphrey,MD,"Pumphrey, MD",5322,,,,,0,province_has_vp
Punahou,HI,"Punahou, HI",5057,,,,,0,province_has_vp
Pupukea,HI,"Pupukea, HI",5130,,,,,0,province_has_vp
Purisima de Bustos,GT,"Purisima de Bustos, GT",43512,,,,,0,province_has_vp
Puyallup,WA,"Puyallup, WA",39659,,,,,0,province_has_vp
Quakertown,PA,"Quakertown, PA",8855,,,,,0,province_has_vp
Quartz Hill,CA,"Quartz Hill, CA",10912,,,,,0,province_has_vp
Quebec City,QC,"Quebec City, QC",549459,,,,,0,province_has_vp
Quebec,QC,"Quebec, QC",531902,,,,,0,province_has_vp
Queen Anne's,MD,"Queen Anne's, MD",57049,,,,,0,province_has_vp
Queen Creek,AZ,"Queen Creek, AZ",34614,,,,,0,province_has_vp
Queens,NY,"Queens, NY",2405464,,,,,0,province_has_vp
Quemado de Gueines,CU,Quemado de Gueines,12736,,,,,0,province_has_vp
Querendaro,MI,"Querendaro, MI",9105,,,,,0,province_has_vp
Queretaro,QT,"Queretaro, QT",1035362,,,,,0,province_has_vp
Queseria,CL,"Queseria, CL",8611,,,,,0,province_has_vp
Quincy,IL,"Quincy, IL",39463,,,,,0,province_has_vp
Quincy,MA,"Quincy, MA",101636,,,,,0,province_has_vp
Quinta del Cedro,BC,"Quinta del Cedro, BC",5704,,,,,0,province_has_vp
Quiroga,MI,"Quiroga, MI",14669,,,,,0,province_has_vp
Quivican,CU,Quivican,12919,,,,,0,province_has_vp
Raceland,LA,"Raceland, LA",10193,,,,,0,province_has_vp
Racine,WI,"Racine, WI",77816,,,,,0,province_has_vp
Radcliff,KY,Radcliff,22387,,,,,0,province_has_vp
Radford,VA,"Radford, VA",17403,,,,,0,province_has_vp
Rafael Delgado,VE,"Rafael Delgado, VE",9594,,,,,0,province_has_vp
Rahway,NJ,"Rahway, NJ",29508,,,,,0,province_has_vp
Raleigh Hills,OR,"Raleigh Hills, OR",5896,,,,,0,province_has_vp
Raleigh,NC,"Raleigh, NC",467665,,,,,0,province_has_vp
Ralston,NE,"Ralston, NE",5994,,,,,0,province_has_vp
Ramos Arizpe,CO,"Ramos Arizpe, CO",66554,,,,,0,province_has_vp
Ramsey,NJ,"Ramsey, NJ",15102,,,,,0,province_has_vp
Ranchettes,WY,"Ranchettes, WY",5798,,,,,0,province_has_vp
Rancho Alegre [Fraccionamiento],JA,"Rancho Alegre [Fraccionamiento], JA",8441,,,,,0,province_has_vp
Rancho Cordova,CA,"Rancho Cordova, CA",71017,,,,,0,province_has_vp
Rancho Cucamonga,CA,"Rancho Cucamonga, CA",175236,,,,,0,province_has_vp
Rancho Mirage,CA,"Rancho Mirage, CA",18083,,,,,0,province_has_vp
Rancho Murieta,CA,"Rancho Murieta, CA",5488,,,,,0,province_has_vp
Rancho Palos Verdes,CA,"Rancho Palos Verdes, CA",42732,,,,,0,province_has_vp
Rancho San Diego,CA,"Rancho San Diego, CA",21208,,,,,0,province_has_vp
Rancho Santa Margarita,CA,"Rancho Santa Margarita, CA",49324,,,,,0,province_has_vp
Ranchuelo,CU,Ranchuelo,43695,,,,,0,province_has_vp
Randolph,MA,"Randolph, MA",32112,,,,,0,province_has_vp
Randolph,NJ,"Randolph, NJ",25734,,,,,0,province_has_vp
Rantoul,IL,"Rantoul, IL",13008,,,,,0,province_has_vp
Rapid City,SD,"Rapid City, SD",74703,,,,,0,province_has_vp
Rapid Valley,SD,"Rapid Valley, SD",8260,,,,,0,province_has_vp
Raritan,NJ,"Raritan, NJ",8031,,,,,0,province_has_vp
Ravenna,OH,"Ravenna, OH",11619,,,,,0,province_has_vp
Rawlins,WY,"Rawlins, WY",10440,,,,,0,province_has_vp
Rayne,LA,"Rayne, LA",8016,,,,,0,province_has_vp
Raytown,MO,"Raytown, MO",29401,,,,,0,province_has_vp
Reading,MA,"Reading, MA",24747,,,,,0,province_has_vp
Reading,OH,"Reading, OH",10324,,,,,0,province_has_vp
Reading,PA,"Reading, PA",95043,,,,,0,province_has_vp
Readville,MA,"Readville, MA",5041,,,,,0,province_has_vp
Real del Sol,NL,"Real del Sol, NL",5983,,,,,0,province_has_vp
Real del Valle (El Paraiso) [Fraccionamiento],JA,"Real del Valle (El Paraiso) [Fraccionamiento], JA",13949,,,,,0,province_has_vp
Red Bank,NJ,"Red Bank, NJ",12204,,,,,0,province_has_vp
Red Bank,SC,"Red Bank, SC",9617,,,,,0,province_has_vp
Red Bank,TN,"Red Bank, TN",11769,,,,,0,province_has_vp
Red Deer,AB,"Red Deer, AB",100418,,,,,0,province_has_vp
Red Hill,SC,"Red Hill, SC",13223,,,,,0,province_has_vp
Redan,GA,"Redan, GA",33015,,,,,0,province_has_vp
Redding,CA,"Redding, CA",92025,,,,,0,province_has_vp
Redford,MI,"Redford, MI",49936,,,,,0,province_has_vp
Redlands,CA,"Redlands, CA",71035,,,,,0,province_has_vp
Redlands,CO,"Redlands, CO",8685,,,,,0,province_has_vp
Redmond,WA,"Redmond, WA",60598,,,,,0,province_has_vp
Redondo Beach,CA,"Redondo Beach, CA",68166,,,,,0,province_has_vp
Redwood City,CA,"Redwood City, CA",85288,,,,,0,province_has_vp
Reeves,TX,"Reeves, TX",14400,,,,,0,province_has_vp
Regina,SK,"Regina, SK",226004,,,,,0,province_has_vp
Regla,CU,Regla,44431,,,,,0,province_has_vp
Remedios,CU,Remedios,34108,,,,,0,province_has_vp
Reno,NV,"Reno, NV",264165,,,,,0,province_has_vp
Rensselaer,IN,"Rensselaer, IN",5927,,,,,0,province_has_vp
Rensselaer,NY,"Rensselaer, NY",9433,,,,,0,province_has_vp
Repentigny,QC,"Repentigny, QC",84965,,,,,0,province_has_vp
Reserve,LA,"Reserve, LA",9766,,,,,0,province_has_vp
Reservoir,MA,"Reservoir, MA",5904,,,,,0,province_has_vp
Revere,MA,"Revere, MA",53422,,,,,0,province_has_vp
Reynosa,TM,"Reynosa, TM",704767,,,,,0,province_has_vp
Rialto,CA,"Rialto, CA",103132,,,,,0,province_has_vp
Rib Mountain,WI,"Rib Mountain, WI",5651,,,,,0,province_has_vp
Richboro,PA,"Richboro, PA",6563,,,,,0,province_has_vp
Richelieu,QC,"Richelieu, QC",5208,,,,,0,province_has_vp
Richfield,MN,"Richfield, MN",36216,,,,,0,province_has_vp
Richland,MS,"Richland, MS",7087,,,,,0,province_has_vp
Richmond,KY,Richmond,33533,,,,,0,province_has_vp
Richmond Heights,MO,"Richmond Heights, MO",8481,,,,,0,province_has_vp
Richmond Heights,OH,"Richmond Heights, OH",10469,,,,,0,province_has_vp
Richmond,BC,"Richmond, BC",209937,,,,,0,province_has_vp
Richmond,CA,"Richmond, CA",109708,,,,,0,province_has_vp
Richmond,VA,"Richmond, VA",226610,,,,,0,province_has_vp
Ridgefield Park,NJ,"Ridgefield Park, NJ",13102,,,,,0,province_has_vp
Ridgefield,CT,"Ridgefield, CT",7645,,,,,0,province_has_vp
Ridgefield,NJ,"Ridgefield, NJ",11373,,,,,0,province_has_vp
Ridgefield,WA,"Ridgefield, WA",6455,,,,,0,province_has_vp
Ridgeland,MS,"Ridgeland, MS",24351,,,,,0,province_has_vp
Ridgewood,NJ,"Ridgewood, NJ",25621,,,,,0,province_has_vp
Ridley Park,PA,"Ridley Park, PA",7035,,,,,0,province_has_vp
Riley Park,BC,"Riley Park, BC",22555,,,,,0,province_has_vp
Rincon de Romos,AG,Rincon de Romos,27988,,,,,0,province_has_vp
Rincon,GA,"Rincon, GA",9843,,,,,0,province_has_vp
Rinconada,VE,"Rinconada, VE",8173,,,,,0,province_has_vp
Rio Blanco,VE,"Rio Blanco, VE",40611,,,,,0,province_has_vp
Rio Claro,TT,Rio Claro,35650,,,,,0,province_has_vp
Rio Del Mar,CA,"Rio Del Mar, CA",9216,,,,,0,province_has_vp
Rio Linda,CA,"Rio Linda, CA",15106,,,,,0,province_has_vp
Rio Rancho,NM,"Rio Rancho, NM",104046,,,,,0,province_has_vp
Rio San Juan,DO,Rio San Juan,8983,,,,,0,province_has_vp
Rio Vista,CA,"Rio Vista, CA",8348,,,,,0,province_has_vp
Ripley,MS,"Ripley, MS",5357,,,,,0,province_has_vp
Ripley,TN,"Ripley, TN",8176,,,,,0,province_has_vp
Rittman,OH,"Rittman, OH",6580,,,,,0,province_has_vp
River Edge,NJ,"River Edge, NJ",11668,,,,,0,province_has_vp
River Forest,IL,"River Forest, IL",11199,,,,,0,province_has_vp
River Grove,IL,"River Grove, IL",10219,,,,,0,province_has_vp
River Oaks,TX,"River Oaks, TX",7724,,,,,0,province_has_vp
River Ridge,LA,"River Ridge, LA",13494,,,,,0,province_has_vp
River Rouge,MI,"River Rouge, MI",7546,,,,,0,province_has_vp
River Vale,NJ,"River Vale, NJ",9497,,,,,0,province_has_vp
Riverdale Park,MD,"Riverdale Park, MD",7305,,,,,0,province_has_vp
Riverdale,UT,"Riverdale, UT",8666,,,,,0,province_has_vp
Riverside,CA,"Riverside, CA",314998,,,,,0,province_has_vp
Riverside,CT,"Riverside, CT",8416,,,,,0,province_has_vp
Riverside,IL,"Riverside, IL",8835,,,,,0,province_has_vp
Riverside,MD,"Riverside, MD",6507,,,,,0,province_has_vp
Riverside,OH,"Riverside, OH",24972,,,,,0,province_has_vp
Riverton,UT,"Riverton, UT",41900,,,,,0,province_has_vp
Riverview,FL,"Riverview, FL",71050,,,,,0,province_has_vp
Riverview,NB,"Riverview, NB",20584,,,,,0,province_has_vp
Riviera Beach,MD,"Riviera Beach, MD",12677,,,,,0,province_has_vp
Riviere-des-Prairies-Pointe-aux-Trembles,QC,"Riviere-des-Prairies-Pointe-aux-Trembles, QC",113868,,,,,0,province_has_vp
Road Town,VG,Road Town,9400,,,,,0,province_has_vp
Roanoke,AL,"Roanoke, AL",6005,,,,,0,province_has_vp
Roanoke,VA,"Roanoke, VA",100011,,,,,0,province_has_vp
Robbinsdale,MN,"Robbinsdale, MN",14418,,,,,0,province_has_vp
Robertsdale,AL,"Robertsdale, AL",5894,,,,,0,province_has_vp
Robertsville,NJ,"Robertsville, NJ",11297,,,,,0,province_has_vp
Robinwood,MD,"Robinwood, MD",6918,,,,,0,province_has_vp
Rochelle Park,NJ,"Rochelle Park, NJ",5518,,,,,0,province_has_vp
Rochester,MN,"Rochester, MN",121395,,,,,0,province_has_vp
Rochester,NH,"Rochester, NH",30038,,,,,0,province_has_vp
Rochester,NY,"Rochester, NY",211328,,,,,0,province_has_vp
Rock Hill,SC,"Rock Hill, SC",75048,,,,,0,province_has_vp
Rock Springs,WY,"Rock Springs, WY",23526,,,,,0,province_has_vp
Rockaway,NJ,"Rockaway, NJ",6494,,,,,0,province_has_vp
Rockcreek,OR,"Rockcreek, OR",9316,,,,,0,province_has_vp
Rockford,IL,"Rockford, IL",148655,,,,,0,province_has_vp
Rockland,MA,"Rockland, MA",17982,,,,,0,province_has_vp
Rockland,ME,"Rockland, ME",7200,,,,,0,province_has_vp
Rocklin,CA,"Rocklin, CA",61213,,,,,0,province_has_vp
Rockport,TX,"Rockport, TX",10490,,,,,0,province_has_vp
Rockton,IL,"Rockton, IL",7525,,,,,0,province_has_vp
Rockville Centre,NY,"Rockville Centre, NY",24201,,,,,0,province_has_vp
Rockville,MD,"Rockville, MD",67117,,,,,0,province_has_vp
Rocky River,OH,"Rocky River, OH",20376,,,,,0,province_has_vp
Rodas,CU,Rodas,19212,,,,,0,province_has_vp
Rodolfo Sanchez Taboada,BC,"Rodolfo Sanchez Taboada, BC",22957,,,,,0,province_has_vp
Roeland Park,KS,"Roeland Park, KS",6827,,,,,0,province_has_vp
Roessleville,NY,"Roessleville, NY",10753,,,,,0,province_has_vp
Rohnert Park,CA,"Rohnert Park, CA",42407,,,,,0,province_has_vp
Rolling Hills Estates,CA,"Rolling Hills Estates, CA",8258,,,,,0,province_has_vp
Rome,NY,"Rome, NY",32573,,,,,0,province_has_vp
Romeoville,IL,"Romeoville, IL",39719,,,,,0,province_has_vp
Romulus,MI,"Romulus, MI",23417,,,,,0,province_has_vp
Roosevelt,NY,"Roosevelt, NY",16258,,,,,0,province_has_vp
Rosarito,BC,"Rosarito, BC",100660,,,,,0,province_has_vp
Rosaryville,MD,"Rosaryville, MD",10697,,,,,0,province_has_vp
Rose Hill,VA,"Rose Hill, VA",20226,,,,,0,province_has_vp
Rosedale,CA,"Rosedale, CA",14058,,,,,0,province_has_vp
Rosedale,MD,"Rosedale, MD",19257,,,,,0,province_has_vp
Roseland,NJ,"Roseland, NJ",5876,,,,,0,province_has_vp
Roselle Park,NJ,"Roselle Park, NJ",13670,,,,,0,province_has_vp
Roselle,NJ,"Roselle, NJ",21670,,,,,0,province_has_vp
Rosemead,CA,"Rosemead, CA",54908,,,,,0,province_has_vp
Rosemere,QC,"Rosemere, QC",14173,,,,,0,province_has_vp
Rosemont,CA,"Rosemont, CA",22681,,,,,0,province_has_vp
Rosemont-La Petite-Patrie,QC,"Rosemont-La Petite-Patrie, QC",146501,,,,,0,province_has_vp
Roseville,CA,"Roseville, CA",147773,,,,,0,province_has_vp
Roseville,MI,"Roseville, MI",47637,,,,,0,province_has_vp
Roseville,MN,"Roseville, MN",35580,,,,,0,province_has_vp
Roslindale,MA,"Roslindale, MA",27683,,,,,0,province_has_vp
Roslyn Heights,NY,"Roslyn Heights, NY",6577,,,,,0,province_has_vp
Rossford,OH,"Rossford, OH",6512,,,,,0,province_has_vp
Rossmoor,CA,"Rossmoor, CA",10244,,,,,0,province_has_vp
Rossmoor,MD,"Rossmoor, MD",8453,,,,,0,province_has_vp
Roswell,GA,"Roswell, GA",94501,,,,,0,province_has_vp
Roswell,NM,"Roswell, NM",48411,,,,,0,province_has_vp
Rothschild,WI,"Rothschild, WI",5329,,,,,0,province_has_vp
Rowland Heights,CA,"Rowland Heights, CA",48993,,,,,0,province_has_vp
Roxboro,QC,"Roxboro, QC",5948,,,,,0,province_has_vp
Roxbury Crossing,MA,"Roxbury Crossing, MA",15248,,,,,0,province_has_vp
Roy,UT,"Roy, UT",37964,,,,,0,province_has_vp
Royal Kunia,HI,"Royal Kunia, HI",14525,,,,,0,province_has_vp
Royal Oak,MI,"Royal Oak, MI",59008,,,,,0,province_has_vp
Rubidoux,CA,"Rubidoux, CA",34280,,,,,0,province_has_vp
Rumson,NJ,"Rumson, NJ",6926,,,,,0,province_has_vp
Ruskin,FL,"Ruskin, FL",17208,,,,,0,province_has_vp
Russellville,AL,"Russellville, AL",9847,,,,,0,province_has_vp
Ruston,LA,"Ruston, LA",22340,,,,,0,province_has_vp
Rutherford,NJ,"Rutherford, NJ",18690,,,,,0,province_has_vp
Rye,NH,"Rye, NH",5277,,,,,0,province_has_vp
Rye,NY,"Rye, NY",16046,,,,,0,province_has_vp
Saanich,BC,"Saanich, BC",117735,,,,,0,province_has_vp
Sabana Grande de Boya,DO,Sabana Grande de Boya,16834,,,,,0,province_has_vp
Sabana de la Mar,DO,Sabana de la Mar,13977,,,,,0,province_has_vp
Sacramento,CA,"Sacramento, CA",524943,,,,,0,province_has_vp
Saddle Brook,NJ,"Saddle Brook, NJ",13130,,,,,0,province_has_vp
Saddlebrooke,AZ,"Saddlebrooke, AZ",9000,,,,,0,province_has_vp
Saginaw,MI,"Saginaw, MI",44202,,,,,0,province_has_vp
Sagua la Grande,CU,Sagua la Grande,62073,,,,,0,province_has_vp
Saguenay,QC,"Saguenay, QC",144723,,,,,0,province_has_vp
Sahuarita,AZ,"Sahuarita, AZ",25707,,,,,0,province_has_vp
Saint Albans,VT,"Saint Albans, VT",6918,,,,,0,province_has_vp
Saint Albans,WV,"Saint Albans, WV",11044,,,,,0,province_has_vp
Saint Andrews,SC,"Saint Andrews, SC",21151,,,,,0,province_has_vp
Saint Ann,MO,"Saint Ann, MO",13020,,,,,0,province_has_vp
Saint Anthony,MN,"Saint Anthony, MN",8226,,,,,0,province_has_vp
Saint Augustine Beach,FL,"Saint Augustine Beach, FL",6176,,,,,0,province_has_vp
Saint Augustine Shores,FL,"Saint Augustine Shores, FL",7359,,,,,0,province_has_vp
Saint Augustine,FL,"Saint Augustine, FL",12975,,,,,0,province_has_vp
Saint Clair Shores,MI,"Saint Clair Shores, MI",59715,,,,,0,province_has_vp
Saint Clair,MI,"Saint Clair, MI",5485,,,,,0,province_has_vp
Saint Cloud,MN,"Saint Cloud, MN",65842,,,,,0,province_has_vp
Saint Dennis,KY,Saint Dennis,9177,,,,,0,province_has_vp
Saint Francis,ME,"Saint Francis, ME",600,,,,,0,province_has_vp
Saint Francis,WI,"Saint Francis, WI",9365,,,,,0,province_has_vp
Saint Gabriel,LA,"Saint Gabriel, LA",6677,,,,,0,province_has_vp
Saint George,UT,"Saint George, UT",72897,,,,,0,province_has_vp
Saint John,IN,"Saint John, IN",14850,,,,,0,province_has_vp
Saint John,MO,"Saint John, MO",6584,,,,,0,province_has_vp
Saint Johns,MO,"Saint Johns, MO",7690,,,,,0,province_has_vp
Saint Johnsbury,VT,"Saint Johnsbury, VT",6193,,,,,0,province_has_vp
Saint Joseph,MI,"Saint Joseph, MI",8365,,,,,0,province_has_vp
Saint Joseph,MO,"Saint Joseph, MO",76780,,,,,0,province_has_vp
Saint Louis Park,MN,"Saint Louis Park, MN",45250,,,,,0,province_has_vp
Saint Martin,MS,"Saint Martin, MS",7730,,,,,0,province_has_vp
Saint Martinville,LA,"Saint Martinville, LA",6114,,,,,0,province_has_vp
Saint Marys,PA,"Saint Marys, PA",13070,,,,,0,province_has_vp
Saint Paul Park,MN,"Saint Paul Park, MN",5279,,,,,0,province_has_vp
Saint Paul,MN,"Saint Paul, MN",303176,,,,,0,province_has_vp
Saint Peter,MN,"Saint Peter, MN",11196,,,,,0,province_has_vp
Saint Simon Mills,GA,"Saint Simon Mills, GA",13915,,,,,0,province_has_vp
Saint Simons Island,GA,"Saint Simons Island, GA",13000,,,,,0,province_has_vp
Saint-Amable,QC,"Saint-Amable, QC",9486,,,,,0,province_has_vp
Saint-Anselme,NB,"Saint-Anselme, NB",6740,,,,,0,province_has_vp
Saint-Basile-le-Grand,QC,"Saint-Basile-le-Grand, QC",15605,,,,,0,province_has_vp
Saint-Bruno-de-Montarville,QC,"Saint-Bruno-de-Montarville, QC",24388,,,,,0,province_has_vp
Saint-Cesaire,QC,"Saint-Cesaire, QC",5972,,,,,0,province_has_vp
Saint-Constant,QC,"Saint-Constant, QC",27359,,,,,0,province_has_vp
Saint-Georges,QC,"Saint-Georges, QC",31173,,,,,0,province_has_vp
Saint-Henri,QC,"Saint-Henri, QC",5023,,,,,0,province_has_vp
Saint-Honore,QC,"Saint-Honore, QC",6376,,,,,0,province_has_vp
Saint-Hyacinthe,QC,"Saint-Hyacinthe, QC",50326,,,,,0,province_has_vp
Saint-Jean-sur-Richelieu,QC,"Saint-Jean-sur-Richelieu, QC",98036,,,,,0,province_has_vp
Saint-Joseph-de-Beauce,QC,"Saint-Joseph-de-Beauce, QC",5014,,,,,0,province_has_vp
Saint-Michel,QC,"Saint-Michel, QC",56420,,,,,0,province_has_vp
Saint-Philippe,QC,"Saint-Philippe, QC",7597,,,,,0,province_has_vp
Saint-Pie,QC,"Saint-Pie, QC",5438,,,,,0,province_has_vp
Saint-Raphael,HT,Saint-Raphael,37739,,,,,0,province_has_vp
Saint-Remi,QC,"Saint-Remi, QC",6891,,,,,0,province_has_vp
Saint-Vincent-de-Paul,QC,"Saint-Vincent-de-Paul, QC",15194,,,,,0,province_has_vp
Sainte-Anne-de-Bellevue,QC,"Sainte-Anne-de-Bellevue, QC",5197,,,,,0,province_has_vp
Sainte-Catherine,QC,"Sainte-Catherine, QC",16762,,,,,0,province_has_vp
Sainte-Julie,QC,"Sainte-Julie, QC",29019,,,,,0,province_has_vp
Sainte-Marie,QC,"Sainte-Marie, QC",13565,,,,,0,province_has_vp
Saks,AL,"Saks, AL",10744,,,,,0,province_has_vp
Salaberry-de-Valleyfield,QC,"Salaberry-de-Valleyfield, QC",42787,,,,,0,province_has_vp
Salamanca,NY,"Salamanca, NY",5586,,,,,0,province_has_vp
Saldarriaga,QT,"Saldarriaga, QT",5661,,,,,0,province_has_vp
Salem,MA,"Salem, MA",42869,,,,,0,province_has_vp
Salem,NH,"Salem, NH",29549,,,,,0,province_has_vp
Salem,OH,"Salem, OH",12003,,,,,0,province_has_vp
Salem,VA,"Salem, VA",25432,,,,,0,province_has_vp
Salem,WI,"Salem, WI",11416,,,,,0,province_has_vp
Salina,KS,"Salina, KS",46550,,,,,0,province_has_vp
Salinas Victoria,NL,"Salinas Victoria, NL",8979,,,,,0,province_has_vp
Salinas,CA,"Salinas, CA",163542,,,,,0,province_has_vp
Saline,MI,"Saline, MI",9100,,,,,0,province_has_vp
Salisbury,MD,"Salisbury, MD",33050,,,,,0,province_has_vp
Salisbury,NY,"Salisbury, NY",12093,,,,,0,province_has_vp
Salmon Creek,WA,"Salmon Creek, WA",19686,,,,,0,province_has_vp
Salome,AZ,"Salome, AZ",1500,,,,,0,province_has_vp
Salt Lake City,UT,"Salt Lake City, UT",199723,,,,,0,province_has_vp
Saltillo,CO,"Saltillo, CO",823128,,,,,0,province_has_vp
Saltillo,MS,"Saltillo, MS",5004,,,,,0,province_has_vp
Samana,DO,Samana,11432,,,,,0,province_has_vp
Sammamish,WA,"Sammamish, WA",52253,,,,,0,province_has_vp
San Andres Ixtlan,JA,"San Andres Ixtlan, JA",5230,,,,,0,province_has_vp
San Andres Tuxtla,VE,"San Andres Tuxtla, VE",61769,,,,,0,province_has_vp
San Angelo,TX,"San Angelo, TX",99893,,,,,0,province_has_vp
San Anselmo,CA,"San Anselmo, CA",12653,,,,,0,province_has_vp
San Antonio de los Banos,CU,San Antonio de los Banos,42724,,,,,0,province_has_vp
San Antonio del Coyote,CO,"San Antonio del Coyote, CO",8856,,,,,0,province_has_vp
San Antonio,TX,"San Antonio, TX",1434625,,,,,0,province_has_vp
San Benito,TX,"San Benito, TX",24496,,,,,0,province_has_vp
San Bernardino,CA,"San Bernardino, CA",222101,,,,,0,province_has_vp
San Bruno,CA,"San Bruno, CA",43185,,,,,0,province_has_vp
San Carlos Park,FL,"San Carlos Park, FL",16824,,,,,0,province_has_vp
San Carlos,CA,"San Carlos, CA",29931,,,,,0,province_has_vp
San Clemente,CA,"San Clemente, CA",65526,,,,,0,province_has_vp
San Cristobal,CU,San Cristobal,59579,,,,,0,province_has_vp
San Diego de Alejandria,JA,"San Diego de Alejandria, JA",5312,,,,,0,province_has_vp
San Diego,CA,"San Diego, CA",1386932,,,,,0,province_has_vp
San Dimas,CA,"San Dimas, CA",34630,,,,,0,province_has_vp
San Elizario,TX,"San Elizario, TX",8999,,,,,0,province_has_vp
San Felipe Orizatlan,HG,"San Felipe Orizatlan, HG",6686,,,,,0,province_has_vp
San Fernando,TT,San Fernando,55419,,,,,0,province_has_vp
San Francisco de Asis,JA,"San Francisco de Asis, JA",5291,,,,,0,province_has_vp
San Francisco de Macoris,DO,San Francisco de Macoris,124763,,,,,0,province_has_vp
San Francisco de los Romo,AG,San Francisco de los Romo,16124,,,,,0,province_has_vp
San Francisco del Rincon,GT,"San Francisco del Rincon, GT",71139,,,,,0,province_has_vp
San Francisco,CA,"San Francisco, CA",873965,,,,,0,province_has_vp
San Gabriel,CA,"San Gabriel, CA",40424,,,,,0,province_has_vp
San Ignacio Cerro Gordo,JA,"San Ignacio Cerro Gordo, JA",9774,,,,,0,province_has_vp
