name,abbr,lon,lat,population,label,source,geoname_id
Big Flats Airport,NY,-76.88977,42.1693,7595,"Big Flats Airport, NY",geonames,7258009
Princeton,IL,-89.46481,41.36809,7594,"Princeton, IL",geonames,4906818
Agua Blanca Sur,HN,-87.88333,15.25,7592,"Agua Blanca Sur, HN",geonames,3615509
Cheswolde,MD,-76.68914,39.364,7592,"Cheswolde, MD",geonames,4351325
Richfield,UT,-112.08409,38.77247,7592,"Richfield, UT",geonames,5545710
Berlin,NJ,-74.92905,39.79123,7590,"Berlin, NJ",geonames,4500771
Clear Lake,IA,-93.37937,43.13802,7590,"Clear Lake, IA",geonames,4851935
Manor,TX,-97.55695,30.34076,7587,"Manor, TX",geonames,4708989
Seaford,DE,-75.61104,38.64123,7586,"Seaford, DE",geonames,4144600
Inverness,IL,-88.09619,42.11808,7583,"Inverness, IL",geonames,4897482
Fletcher,NC,-82.50123,35.43067,7582,"Fletcher, NC",geonames,4466547
New Prague,MN,-93.57607,44.5433,7582,"New Prague, MN",geonames,5039133
Brentwood Bay,BC,-123.45262,48.58294,7581,"Brentwood Bay, BC",geonames,5908473
Center Moriches,NY,-72.78982,40.80038,7580,"Center Moriches, NY",geonames,5112020
McCook,NE,-100.62571,40.20195,7580,"McCook, NE",geonames,5697383
Sappington,MO,-90.37984,38.537,7580,"Sappington, MO",geonames,4407617
Newton Upper Falls,MA,-71.2195,42.31399,7579,"Newton Upper Falls, MA",geonames,4945327
Seffner,FL,-82.27565,27.98363,7579,"Seffner, FL",geonames,4172413
Willow Street,PA,-76.27635,39.97927,7578,"Willow Street, PA",geonames,4562275
Centerville,GA,-83.68963,32.63014,7575,"Centerville, GA",geonames,4187055
Dayton,TX,-94.8852,30.04661,7575,"Dayton, TX",geonames,4685449
Jocotitlan,EM,-99.78867,19.70991,7575,"Jocotitlan, EM",geonames,3526473
Villa de Arista,SL,-100.84808,22.64252,7575,"Villa de Arista, SL",geonames,4018251
El Naranjito,VE,-94.60793,18.00161,7574,"El Naranjito, VE",geonames,11478437
Lascahobas,HT,-71.93563,18.83047,7574,Lascahobas,geonames,3722579
Pukalani,HI,-156.33667,20.83667,7574,"Pukalani, HI",geonames,5852697
Tlachichuca,PU,-97.41915,19.11485,7574,"Tlachichuca, PU",geonames,3515496
Cornillon,HT,-71.95271,18.67546,7572,Cornillon,geonames,3727327
Happy Valley-Goose Bay,NL,-60.32576,53.3038,7572,"Happy Valley-Goose Bay, NL",geonames,5970458
Opatoro,HN,-87.9,14.08333,7572,"Opatoro, HN",geonames,3604213
Sandston,VA,-77.31581,37.52348,7571,"Sandston, VA",geonames,4784352
St Johnsbury,VT,-72.01512,44.42526,7571,"St Johnsbury, VT",geonames,6424355
Meadow Lakes,AK,-149.60111,61.62472,7570,"Meadow Lakes, AK",geonames,5868651
Pasadena Hills,FL,-82.22438,28.28001,7570,"Pasadena Hills, FL",geonames,7315238
Catalina,AZ,-110.92111,32.50556,7569,"Catalina, AZ",geonames,5288784
San Patricio,JA,-104.70447,19.22534,7569,"San Patricio, JA",geonames,3985168
Rio Bravo,GUA,-91.31713,14.40042,7568,Rio Bravo,geonames,3590804
San Lorenzo Tlacotepec,EM,-99.91222,19.8125,7566,"San Lorenzo Tlacotepec, EM",geonames,3827030
San Gaspar Tonatico,EM,-99.66917,18.80671,7565,"San Gaspar Tonatico, EM",geonames,3519227
Chibougamau,QC,-74.36586,49.91684,7563,"Chibougamau, QC",geonames,5921147
Steamboat Springs,CO,-106.8317,40.4848,7560,"Steamboat Springs, CO",curated,
Hillcrest,NY,-74.04097,41.12787,7558,"Hillcrest, NY",geonames,5120797
Tiverton,RI,-71.21338,41.62594,7557,"Tiverton, RI",geonames,5225245
Lamar,CO,-102.62075,38.08723,7555,"Lamar, CO",geonames,5427957
San Miguel Siguila,GUA,-91.61457,14.89547,7551,San Miguel Siguila,geonames,3589706
Orland,CA,-122.19637,39.74738,7550,"Orland, CA",geonames,5379698
Cuautlapan,VE,-97.02291,18.87747,7549,"Cuautlapan, VE",geonames,3529980
Corning,CA,-122.17916,39.92766,7548,"Corning, CA",geonames,5339614
Chinameca,VE,-94.67945,18.02195,7547,"Chinameca, VE",geonames,3530836
Murrells Inlet,SC,-79.04143,33.551,7547,"Murrells Inlet, SC",geonames,4588682
Revelstoke,BC,-118.1953,50.99712,7547,"Revelstoke, BC",geonames,6121621
River Rouge,MI,-83.13437,42.27337,7546,"River Rouge, MI",geonames,5007247
Villa Luvianos,EM,-100.29833,18.92,7546,"Villa Luvianos, EM",geonames,8858192
Gonzales,TX,-97.45249,29.50163,7544,"Gonzales, TX",geonames,4693940
Garnet,CA,-116.477,33.927,7543,"Garnet, CA",geonames,5351654
Tenabo,CM,-90.22573,20.03981,7543,"Tenabo, CM",geonames,3516017
Yorkshire,VA,-77.44777,38.79317,7541,"Yorkshire, VA",geonames,4794966
Mataquescuintla,GUA,-90.18417,14.52917,7539,Mataquescuintla,geonames,3592635
Rathdrum,ID,-116.89659,47.8124,7538,"Rathdrum, ID",geonames,5553955
Shediac,NB,-64.54107,46.21981,7535,"Shediac, NB",geonames,6145668
Red Bay Estate,KY,-81.34125,19.28724,7534,Red Bay Estate,geonames,3580547
Tropical Gardens,KY,-81.34894,19.29124,7534,Tropical Gardens,geonames,3580490
San Miguel Cuyutlan,JA,-103.38936,20.41739,7533,"San Miguel Cuyutlan, JA",geonames,4012080
Waterboro,ME,-70.71506,43.53564,7532,"Waterboro, ME",geonames,4982218
Listowel,ON,-80.94973,43.7334,7530,"Listowel, ON",geonames,6054677
Rhinelander,WI,-89.41208,45.63662,7526,"Rhinelander, WI",geonames,5268720
Rockton,IL,-89.07233,42.45252,7525,"Rockton, IL",geonames,4907985
Auburn,GA,-83.82768,34.01372,7524,"Auburn, GA",geonames,4180512
Escalon,CA,-120.99792,37.79781,7523,"Escalon, CA",geonames,5346811
Highlands,TX,-95.05604,29.81884,7522,"Highlands, TX",geonames,4697652
Seminole,OK,-96.67057,35.22452,7522,"Seminole, OK",geonames,4551042
Tuzamapan,VE,-96.86349,19.40358,7522,"Tuzamapan, VE",geonames,3514998
Chester Springs,PA,-75.61687,40.0951,7520,"Chester Springs, PA",geonames,5184082
Herkimer,NY,-74.98599,43.02563,7519,"Herkimer, NY",geonames,5120545
Pont Rouge,QC,-72.08247,48.88332,7518,"Pont Rouge, QC",geonames,6110611
Tlanalapa,HG,-98.60396,19.81868,7518,"Tlanalapa, HG",geonames,3515399
Waite Park,MN,-94.22416,45.55719,7517,"Waite Park, MN",geonames,5051694
Acacoyagua,CS,-92.67579,15.34252,7515,"Acacoyagua, CS",geonames,3533491
Buctzotz,YU,-88.79414,21.20226,7515,"Buctzotz, YU",geonames,3532089
Connellsville,PA,-79.58948,40.01785,7515,"Connellsville, PA",geonames,5185237
Green,OR,-123.36785,43.16039,7515,"Green, OR",geonames,5729293
Nazareno,DG,-103.41958,25.39873,7515,"Nazareno, DG",geonames,3995010
Coxen Hole,HN,-86.53966,16.31553,7514,"Coxen Hole, HN",geonames,3602736
Haddon Heights,NJ,-75.06462,39.87734,7514,"Haddon Heights, NJ",geonames,4502093
Lancaster,MA,-71.67312,42.45565,7509,"Lancaster, MA",geonames,4941635
Oak Island,NC,-78.16111,33.91656,7507,"Oak Island, NC",geonames,4482916
Burnside,NS,-63.60051,44.70175,7506,"Burnside, NS",geonames,5911715
Camlachie,ON,-82.1616,43.03596,7506,"Camlachie, ON",geonames,5913934
Clewiston,FL,-80.93368,26.75423,7505,"Clewiston, FL",geonames,4151366
Iron Mountain,MI,-88.06596,45.82023,7504,"Iron Mountain, MI",geonames,4997232
Ashland,VA,-77.47998,37.75903,7503,"Ashland, VA",geonames,4744905
Marengo,IL,-88.60843,42.24863,7503,"Marengo, IL",geonames,4901164
Globe,AZ,-110.7865,33.3942,7500,"Globe, AZ",curated,
Saint George's,GD,-61.75226,12.05288,7500,Saint George's,geonames,3579925
Crystal City,TX,-99.82811,28.67748,7496,"Crystal City, TX",geonames,4684480
Plymouth,MA,-70.66726,41.95844,7494,"Plymouth, MA",geonames,4947597
Los Ruisenores,JA,-103.69139,20.71083,7493,"Los Ruisenores, JA",geonames,8858193
Aylmer,ON,-80.98302,42.76679,7492,"Aylmer, ON",geonames,5888716
Melrose Park,FL,-80.19338,26.11342,7492,"Melrose Park, FL",geonames,4163994
Silvis,IL,-90.41513,41.51226,7491,"Silvis, IL",geonames,4911516
Page,AZ,-111.45583,36.91472,7490,"Page, AZ",geonames,5307778
Oakland,TN,-89.51508,35.22898,7488,"Oakland, TN",geonames,4646637
"Las Vegas, Santa Barbara",HN,-88.07473,14.87649,7487,"Las Vegas, Santa Barbara, HN",geonames,3606251
Monessen,PA,-79.88783,40.14841,7483,"Monessen, PA",geonames,5201665
Saint Louis,MI,-84.60667,43.40836,7482,"Saint Louis, MI",geonames,5008414
South Berwick,ME,-70.8095,43.23453,7480,"South Berwick, ME",geonames,4979050
Aurora,MO,-93.71798,36.97089,7477,"Aurora, MO",geonames,4375349
San Lorenzo Chiautzingo,PU,-98.46747,19.20432,7477,"San Lorenzo Chiautzingo, PU",geonames,3518542
Navasota,TX,-96.08773,30.38798,7476,"Navasota, TX",geonames,4713866
Salem,UT,-111.67354,40.05301,7475,"Salem, UT",geonames,5555097
Rockville,CT,-72.44953,41.86676,7474,"Rockville, CT",geonames,4841628
Bemis,MA,-71.20367,42.36871,7472,"Bemis, MA",geonames,4930308
Swainsboro,GA,-82.33374,32.59739,7471,"Swainsboro, GA",geonames,4225346
Citrus Hills,FL,-82.4326,28.88831,7470,"Citrus Hills, FL",geonames,4151153
Paso de Ovejas,VE,-96.44037,19.2845,7468,"Paso de Ovejas, VE",geonames,3521825
Villa Hills,KY,-84.593,39.06339,7468,Villa Hills,geonames,4312088
Chahal,GUA,-89.60518,15.79122,7465,Chahal,geonames,3598825
Fishersville,VA,-78.96919,38.09902,7462,"Fishersville, VA",geonames,4759120
Pembroke,NH,-71.45757,43.14675,7461,"Pembroke, NH",geonames,5090918
Sioux Center,IA,-96.17558,43.07971,7461,"Sioux Center, IA",geonames,4876510
Santa Cruz Cuauhtenco,EM,-99.72939,19.24907,7460,"Santa Cruz Cuauhtenco, EM",geonames,3517543
LaFollette,TN,-84.11993,36.38286,7456,"LaFollette, TN",geonames,4635037
Charles City,IA,-92.67241,43.06636,7455,"Charles City, IA",geonames,4851163
Sunbury-York South,NB,-66.60984,45.83776,7455,"Sunbury-York South, NB",geonames,13592176
Palmyra,PA,-76.5933,40.30898,7451,"Palmyra, PA",geonames,5204964
Seminole,TX,-102.64491,32.71899,7448,"Seminole, TX",geonames,5530452
Irondale,GA,-84.35881,33.48067,7446,"Irondale, GA",geonames,4202260
Nantucket,MA,-70.09946,41.28346,7446,"Nantucket, MA",geonames,4944903
Orting,WA,-122.20428,47.09788,7446,"Orting, WA",geonames,5805849
Cotati,CA,-122.70721,38.32686,7445,"Cotati, CA",geonames,5339865
Mentor-on-the-Lake,OH,-81.36039,41.70504,7443,"Mentor-on-the-Lake, OH",geonames,5162672
Twin Rivers,NJ,-74.49126,40.264,7443,"Twin Rivers, NJ",geonames,5105594
San Pedro Tapanatepec,OA,-94.19313,16.37107,7441,"San Pedro Tapanatepec, OA",geonames,3517962
Tapilula,CS,-93.01682,17.24933,7441,"Tapilula, CS",geonames,3516252
Napanee,ON,-76.94944,44.25012,7439,"Napanee, ON",geonames,6085931
Lemoore Station,CA,-119.90476,36.26326,7438,"Lemoore Station, CA",geonames,7261649
Pinson,AL,-86.68332,33.68899,7438,"Pinson, AL",geonames,4083697
Melissa,TX,-96.57277,33.28595,7436,"Melissa, TX",geonames,4710574
Lugoff,SC,-80.68925,34.22737,7434,"Lugoff, SC",geonames,4050356
Gresham Park,GA,-84.31437,33.70344,7432,"Gresham Park, GA",geonames,4198298
Dunellen,NJ,-74.47182,40.58927,7431,"Dunellen, NJ",geonames,5097349
Celebration,FL,-81.53313,28.32529,7427,"Celebration, FL",geonames,4150394
Carignan,QC,-73.29916,45.45008,7426,"Carignan, QC",geonames,5917117
Round Lake Park,IL,-88.07675,42.35697,7426,"Round Lake Park, IL",geonames,4908243
Kimberley,BC,-115.9776,49.67071,7425,"Kimberley, BC",geonames,5992059
Calipatria,CA,-115.51415,33.1256,7424,"Calipatria, CA",geonames,5332929
Capacuaro,MI,-102.05235,19.54654,7424,"Capacuaro, MI",geonames,4015566
Mount Horeb,WI,-89.73846,43.00861,7421,"Mount Horeb, WI",geonames,5263667
San Francisco Zacacalco,EM,-98.98279,19.92875,7420,"San Francisco Zacacalco, EM",geonames,3519243
Independent Hill,VA,-77.43776,38.63595,7419,"Independent Hill, VA",geonames,4765594
Barrio de Mexico,EM,-99.82833,19.2825,7414,"Barrio de Mexico, EM",geonames,8858194
Joshua Tree,CA,-116.31307,34.13473,7414,"Joshua Tree, CA",geonames,5361298
Fairlawn,OH,-81.60984,41.12783,7413,"Fairlawn, OH",geonames,5153592
Hatboro,PA,-75.10684,40.17428,7411,"Hatboro, PA",geonames,5192863
Santa Maria Huatulco,OA,-96.32076,15.83288,7409,"Santa Maria Huatulco, OA",geonames,3517251
Washington,IA,-91.69294,41.29918,7408,"Washington, IA",geonames,4880731
Fair Oaks Ranch,TX,-98.64336,29.74578,7407,"Fair Oaks Ranch, TX",geonames,4689803
McGregor,FL,-81.91453,26.56091,7406,"McGregor, FL",geonames,4163833
Mexia,TX,-96.4822,31.67989,7406,"Mexia, TX",geonames,4710963
Ormond-by-the-Sea,FL,-81.06645,29.34914,7406,"Ormond-by-the-Sea, FL",geonames,4167190
Larose,LA,-90.38175,29.57244,7400,"Larose, LA",geonames,4330541
Manhattan,IL,-87.98589,41.42253,7400,"Manhattan, IL",geonames,4900961
Roanoke,TX,-97.22585,33.00401,7400,"Roanoke, TX",geonames,4723024
West Dundee,IL,-88.28286,42.09808,7395,"West Dundee, IL",geonames,4915977
Dzidzantun,YU,-89.04205,21.24898,7393,"Dzidzantun, YU",geonames,3529660
Park City,IL,-87.88424,42.34836,7392,"Park City, IL",geonames,4905334
Chehalis,WA,-122.96402,46.66205,7391,"Chehalis, WA",geonames,5789817
Philadelphia,MS,-89.11673,32.77152,7391,"Philadelphia, MS",geonames,4440906
Northport,NY,-73.34317,40.90093,7390,"Northport, NY",geonames,5129290
Tenares,DO,-70.35087,19.37439,7390,Tenares,geonames,3492477
Clinton,MA,-71.68285,42.41676,7389,"Clinton, MA",geonames,4933426
Corbin,KY,-84.09688,36.9487,7389,Corbin,geonames,4288656
Cohasset,MA,-70.80365,42.24177,7388,"Cohasset, MA",geonames,4933533
Edgewater Park,NJ,-74.90072,40.06817,7387,"Edgewater Park, NJ",geonames,5097521
Glastonbury Center,CT,-72.59953,41.70093,7387,"Glastonbury Center, CT",geonames,4835004
St. Marys,ON,-81.13304,43.25009,7386,"St. Marys, ON",geonames,6157062
Batesville,MS,-89.94426,34.3115,7385,"Batesville, MS",geonames,4417130
Felida,WA,-122.70732,45.70956,7385,"Felida, WA",geonames,5794242
Dayton,TN,-85.01245,35.49396,7384,"Dayton, TN",geonames,4617536
Hughson,CA,-120.86604,37.59688,7384,"Hughson, CA",geonames,5358539
Sterling,MA,-71.76063,42.43759,7384,"Sterling, MA",geonames,4952005
Carneys Point,NJ,-75.4702,39.71122,7382,"Carneys Point, NJ",geonames,4501073
Payette,ID,-116.93377,44.07822,7380,"Payette, ID",geonames,5603393
Zimatepec,TL,-98.16462,19.42131,7378,"Zimatepec, TL",geonames,3815185
Lucea,JM,-78.17356,18.45095,7377,Lucea,geonames,3489657
Northgate,OH,-84.59245,39.25283,7377,"Northgate, OH",geonames,4519938
Capitol Gateway,DC,-76.91851,38.89113,7374,Washington D.C.,geonames,13526891
Hampton,GA,-84.28298,33.38706,7372,"Hampton, GA",geonames,4198972
Montecillo,EM,-98.90835,19.45711,7371,"Montecillo, EM",geonames,3523034
Chilon,CS,-92.27302,17.10604,7368,"Chilon, CS",geonames,3815701
Beaumont,AB,-113.41871,53.35013,7366,"Beaumont, AB",geonames,5896522
Sandwich,IL,-88.62174,41.64586,7366,"Sandwich, IL",geonames,4910543
Quincy,WA,-119.85255,47.2343,7365,"Quincy, WA",geonames,5807713
Mansfield Center,MA,-71.21808,42.02262,7360,"Mansfield Center, MA",geonames,7257704
Saint Augustine Shores,FL,-81.31035,29.8108,7359,"Saint Augustine Shores, FL",geonames,4170908
Nahuizalco,SV,-89.73667,13.7775,7358,"Nahuizalco, SV",geonames,3584297
Panotla,TL,-98.27013,19.31619,7356,"Panotla, TL",geonames,3521951
Canfield,OH,-80.76091,41.02506,7355,"Canfield, OH",geonames,5149205
Devils Lake,ND,-98.86512,48.11278,7351,"Devils Lake, ND",geonames,5058868
San Lorenzo Cacaotepec,OA,-96.80244,17.12774,7351,"San Lorenzo Cacaotepec, OA",geonames,3531875
Bay Wood,NY,-73.29123,40.7501,7350,"Bay Wood, NY",geonames,5108179
El Progreso,GUA,-89.84854,14.35604,7350,El Progreso,geonames,3596423
Hampden,MD,-76.63497,39.33094,7346,"Hampden, MD",geonames,4357268
Albertville,MN,-93.65441,45.23774,7345,"Albertville, MN",geonames,5016051
Murillo Colonia,TX,-98.11334,26.25646,7344,"Murillo Colonia, TX",geonames,4713506
Aberdeen,NC,-79.42948,35.13155,7343,"Aberdeen, NC",geonames,4452137
St. Mary Parish,AG,-61.87441,17.07223,7341,St. Mary Parish,geonames,13590586
La Feria,TX,-97.82389,26.15896,7338,"La Feria, TX",geonames,4703938
Morrow,GA,-84.33937,33.58317,7338,"Morrow, GA",geonames,4210254
Chontalpa,TB,-93.48087,17.6653,7336,"Chontalpa, TB",geonames,3530749
Hudson,NH,-71.43979,42.76481,7336,"Hudson, NH",geonames,5087752
Collinsville,VA,-79.91532,36.71514,7335,"Collinsville, VA",geonames,4753635
Flatwoods,KY,-82.71711,38.52258,7335,Flatwoods,geonames,4291884
Nebraska City,NE,-95.85917,40.67667,7335,"Nebraska City, NE",geonames,5073661
Tenango de las Flores,PU,-97.98806,20.20583,7334,"Tenango de las Flores, PU",geonames,8858195
San Sebastian,SV,-88.83333,13.73333,7333,"San Sebastian, SV",geonames,3583352
Emiliano Zapata (Santo Domingo),EM,-99.78806,19.57972,7331,"Emiliano Zapata (Santo Domingo), EM",geonames,3826966
Williston Park,NY,-73.64485,40.75649,7331,"Williston Park, NY",geonames,5144606
Devonshire Parish,BM,-64.7575,32.30582,7330,Devonshire Parish,geonames,13353864
Midland Park,NJ,-74.1407,40.98926,7329,"Midland Park, NJ",geonames,5101178
Grandview Heights,OH,-83.04074,39.97979,7328,"Grandview Heights, OH",geonames,4513057
Eastern Charlotte,NB,-66.79484,45.10301,7325,"Eastern Charlotte, NB",geonames,13592175
Hudsonville,MI,-85.86504,42.87086,7324,"Hudsonville, MI",geonames,4996736
Laughlin,NV,-114.57302,35.16778,7323,"Laughlin, NV",geonames,5507016
Delson,QC,-73.54917,45.36678,7322,"Delson, QC",geonames,5937612
Altoona,WI,-91.44321,44.80468,7321,"Altoona, WI",geonames,5243819
Floresville,TX,-98.15612,29.13358,7321,"Floresville, TX",geonames,4691553
Interlaken,CA,-121.73384,36.95134,7321,"Interlaken, CA",geonames,5359577
Middleborough Center,MA,-70.92618,41.8946,7319,"Middleborough Center, MA",geonames,7257713
Woodlake,VA,-77.67931,37.42106,7319,"Woodlake, VA",geonames,7728582
Guadalupe,CA,-120.57184,34.97164,7318,"Guadalupe, CA",geonames,5354591
Clarkston,WA,-117.04557,46.41629,7317,"Clarkston, WA",geonames,5790218
Tabasco,ZA,-102.91108,21.86315,7317,"Tabasco, ZA",geonames,3982729
Wauseon,OH,-84.14161,41.54922,7316,"Wauseon, OH",geonames,5175877
Jennings Lodge,OR,-122.61259,45.39123,7315,"Jennings Lodge, OR",geonames,5733582
Bloomfield,NM,-107.98451,36.71112,7314,"Bloomfield, NM",geonames,5458067
George Town,BS,-75.78665,23.51616,7314,George Town,geonames,3572349
Palmyra,NJ,-75.02823,40.00706,7314,"Palmyra, NJ",geonames,5102378
Coahuayana de Hidalgo,MI,-103.66271,18.70358,7307,"Coahuayana de Hidalgo, MI",geonames,4025994
Riverdale Park,MD,-76.93164,38.96344,7305,"Riverdale Park, MD",geonames,4366919
Franklin,LA,-91.5015,29.79604,7302,"Franklin, LA",geonames,4325150
Harrison,WI,-88.33591,44.22776,7302,"Harrison, WI",geonames,9682914
Livingston,MT,-110.56104,45.66244,7302,"Livingston, MT",geonames,5663049
Tilaran,CR,-84.96775,10.46701,7301,"Tilaran, CR",geonames,3621278
Fort Bragg,CA,-123.8057,39.4457,7300,"Fort Bragg, CA",curated,
St. Johnsbury,VT,-72.0151,44.4192,7300,"St. Johnsbury, VT",curated,
Santa Maria Ixtiyucan,PU,-97.81094,19.18688,7298,"Santa Maria Ixtiyucan, PU",geonames,3517246
Hopelchen,CM,-89.84437,19.74671,7295,"Hopelchen, CM",geonames,3527065
New Cumberland,PA,-76.8847,40.23231,7295,"New Cumberland, PA",geonames,5203164
Gros Morne,HT,-72.67808,19.6708,7294,Gros Morne,geonames,3724145
Hillsborough,NE,-96.12876,41.30037,7290,"Hillsborough, NE",geonames,12750326
Buechel,KY,-85.6519,38.19507,7287,Buechel,geonames,4286054
Salem,IL,-88.94562,38.62699,7287,"Salem, IL",geonames,4249286
Juarez,CS,-93.19253,17.60747,7286,"Juarez, CS",geonames,3815488
Oceano,CA,-120.61239,35.09886,7286,"Oceano, CA",geonames,5378763
Sabancuy,CM,-91.17783,18.9727,7286,"Sabancuy, CM",geonames,3520161
Villa de Etla,OA,-96.7989,17.20615,7285,"Villa de Etla, OA",geonames,3517937
Hastings,MI,-85.29084,42.64587,7284,"Hastings, MI",geonames,4995520
Westmere,NY,-73.86873,42.69119,7284,"Westmere, NY",geonames,5144097
Bermuda Dunes,CA,-116.28918,33.7428,7282,"Bermuda Dunes, CA",geonames,5327717
Forest City,NC,-81.8651,35.33401,7282,"Forest City, NC",geonames,4466720
Independencia,MO,-99.12237,18.87716,7282,"Independencia, MO",geonames,8858196
Lincolnshire,IL,-87.9084,42.19002,7282,"Lincolnshire, IL",geonames,4899983
Dry Run,OH,-84.33049,39.10423,7281,"Dry Run, OH",geonames,4510342
Maclovio Rojas,BC,-116.80278,32.47306,7279,"Maclovio Rojas, BC",geonames,8858197
Green Cove Springs,FL,-81.67815,29.99191,7277,"Green Cove Springs, FL",geonames,4157427
Santiago Suchilquitongo,OA,-96.87381,17.24764,7276,"Santiago Suchilquitongo, OA",geonames,3516923
Mead,WA,-117.35494,47.76739,7275,"Mead, WA",geonames,5802984
North Springfield,VA,-77.2047,38.80428,7274,"North Springfield, VA",geonames,4776472
Pinon Hills,CA,-117.64672,34.43333,7272,"Pinon Hills, CA",geonames,5383526
Neptune Beach,FL,-81.39647,30.31191,7269,"Neptune Beach, FL",geonames,4165695
Usmajac,JA,-103.54131,19.87468,7269,"Usmajac, JA",geonames,3980756
Odessa,FL,-82.59176,28.1939,7267,"Odessa, FL",geonames,4166787
Longboat Key,FL,-82.65899,27.41254,7266,"Longboat Key, FL",geonames,4162776
Westphalia,MD,-76.81108,38.84539,7266,"Westphalia, MD",geonames,4373275
Ville Platte,LA,-92.27152,30.68797,7264,"Ville Platte, LA",geonames,4344651
Lexington,VA,-79.44282,37.78402,7262,"Lexington, VA",geonames,4769339
Atotonilco el Grande,HG,-98.6685,20.28632,7261,"Atotonilco el Grande, HG",geonames,3532577
Napili-Honokowai,HI,-156.67826,20.97533,7261,"Napili-Honokowai, HI",geonames,7262771
Benemerito de las Americas,CS,-90.65338,16.51537,7259,"Benemerito de las Americas, CS",geonames,3816362
Madison,SD,-97.11395,44.00608,7258,"Madison, SD",geonames,5229526
Strathmore,NJ,-74.21348,40.39594,7258,"Strathmore, NJ",geonames,5105095
Grand Centre,AB,-110.21304,54.41628,7256,"Grand Centre, AB",geonames,12070752
San Marcos de Leon,VE,-96.96416,19.42255,7256,"San Marcos de Leon, VE",geonames,3518456
Tell City,IN,-86.76777,37.95144,7255,"Tell City, IN",geonames,4265717
Atotonilquillo,JA,-103.12363,20.39199,7249,"Atotonilquillo, JA",geonames,4017990
Orland Hills,IL,-87.84311,41.58531,7249,"Orland Hills, IL",geonames,4904934
Santo Domingo Zanatepec,OA,-94.34754,16.48307,7249,"Santo Domingo Zanatepec, OA",geonames,3516837
Knoxville,IA,-93.10937,41.32083,7248,"Knoxville, IA",geonames,4863705
Homestead Meadows South,TX,-106.16427,31.81097,7247,"Homestead Meadows South, TX",geonames,5523336
North Patchogue,NY,-73.009,40.78704,7246,"North Patchogue, NY",geonames,5129157
Ajacuba,HG,-99.12246,20.0917,7245,"Ajacuba, HG",geonames,3761012
Ayutla,JA,-104.34676,20.1291,7244,"Ayutla, JA",geonames,4017924
Bryans Road,MD,-77.07303,38.62706,7244,"Bryans Road, MD",geonames,4349727
Atizapan,EM,-99.55,19.25,7243,"Atizapan, EM",geonames,3532625
Coatepec Harinas,EM,-99.72153,18.89492,7243,"Coatepec Harinas, EM",geonames,3530527
Smithville,NJ,-74.45709,39.49401,7242,"Smithville, NJ",geonames,4504164
Southport,NY,-76.81912,42.0548,7238,"Southport, NY",geonames,5139058
Peralta,DO,-70.77029,18.58164,7236,Peralta,geonames,3495020
Sanibel,FL,-82.02231,26.44897,7236,"Sanibel, FL",geonames,4172052
Summit View,WA,-122.35202,47.13632,7236,"Summit View, WA",geonames,7315426
San Andres,GUA,-89.91181,16.96863,7235,San Andres,geonames,3590537
Inverness,FL,-82.33037,28.83582,7233,"Inverness, FL",geonames,4159786
Osceola,AR,-89.96953,35.70508,7233,"Osceola, AR",geonames,4125027
Elkins,WV,-79.84673,38.92594,7226,"Elkins, WV",geonames,4805033
Beacon Square,FL,-82.75538,28.20862,7224,"Beacon Square, FL",geonames,4146984
Swanzey,NH,-72.28175,42.8698,7224,"Swanzey, NH",geonames,5093422
Valley Center,KS,-97.37338,37.83473,7222,"Valley Center, KS",geonames,4280910
Woodland Park,CO,-105.05693,38.99388,7222,"Woodland Park, CO",geonames,5444689
Labrador City,NL,-66.91137,52.94626,7220,"Labrador City, NL",geonames,5994839
Saint Francis,MN,-93.3594,45.38691,7218,"Saint Francis, MN",geonames,5044485
Leola,PA,-76.18495,40.08787,7214,"Leola, PA",geonames,5197749
Putnam,CT,-71.90896,41.9151,7214,"Putnam, CT",geonames,4841187
Miacatlan,MO,-99.35944,18.76203,7212,"Miacatlan, MO",geonames,3523247
Concepcion del Oro,ZA,-101.42048,24.61317,7210,"Concepcion del Oro, ZA",geonames,4013039
Mount Sterling,KY,-83.94326,38.05647,7208,Mount Sterling,geonames,4301683
Mount Vernon,IN,-85.82415,40.66949,7208,"Mount Vernon, IN",geonames,4923914
La Concepcion de los Banos,EM,-99.86104,19.68249,7207,"La Concepcion de los Banos, EM",geonames,3525956
Soroa,CU,-83.01253,22.79837,7205,Soroa,geonames,3535775
Mendota,IL,-89.11759,41.54725,7204,"Mendota, IL",geonames,4901944
Asuncion Ixtaltepec,OA,-95.06045,16.50328,7203,"Asuncion Ixtaltepec, OA",geonames,3532658
Villa Comaltitlan,CS,-92.57604,15.21288,7201,"Villa Comaltitlan, CS",geonames,3514685
Donnacona,QC,-71.7239,46.68042,7200,"Donnacona, QC",geonames,7535690
Mill Bay,BC,-123.55,48.65,7200,"Mill Bay, BC",geonames,6073743
Rockland,ME,-69.1086,44.1037,7200,"Rockland, ME",curated,
San Jeronimo de Juarez,GR,-100.47067,17.13915,7200,"San Jeronimo de Juarez, GR",geonames,3986553
Sidney,NE,-102.9767,41.1449,7200,"Sidney, NE",curated,
Beaconsfield,MA,-71.14116,42.33676,7199,"Beaconsfield, MA",geonames,4930019
